"withinblocktrial","block","block_repetition","rt","resp","cor","cresp","conf_press","cj","rtconf","coherence","metacognition","slow_trial","manipulation","sub","age","gender","handedness","X","batch","check1","check2","check3","check4"
36,6,1,1.55065899999954,"['c']",0,"right","['e']",0,0.212422499999775,0.1,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
37,6,1,1.41774339999938,"['c']",1,"left","['u']",1,0.182122700000036,0.2,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
38,6,1,1.65113500000007,"['c']",0,"right","['e']",0,0.462528600000041,0.2,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
39,6,1,1.1011512999994,"['n']",1,"right","['u']",1,0.2423830000007,0.2,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
40,6,1,2.11770109999998,"['c']",1,"left","['e']",0,0.406968799999959,0.1,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
41,6,1,1.24987959999999,"['n']",1,"right","['u']",1,0.344129899999643,0.4,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
42,6,1,1.23442950000026,"['n']",1,"right","['u']",1,0.203201700000136,0.4,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
43,6,1,1.91769349999959,"['n']",1,"right","['e']",0,0.24913160000051,0.2,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
44,6,1,1.41644480000014,"['n']",1,"right","['e']",0,0.217681699999957,0.1,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
45,6,1,1.38445400000001,"['n']",0,"left","['u']",1,0.236165299999811,0.2,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
46,6,1,1.38447149999956,"['n']",0,"left","['e']",0,0.269128500000079,0.2,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
47,6,1,1.48259390000021,"['n']",0,"left","['e']",0,0.618516999999883,0.1,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
48,6,1,2.11585910000031,"['c']",1,"left","['e']",0,0.335521799999697,0.2,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
49,6,1,1.23286850000022,"['n']",1,"right","['e']",0,0.19563670000025,0.2,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
50,6,1,1.13177589999941,"['c']",1,"left","['e']",0,0.257127199999559,0.1,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
51,6,1,1.35166240000035,"['n']",1,"right","['e']",0,0.722455500000251,0.4,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
52,6,1,1.70057330000054,"['c']",0,"right","['u']",1,0.245004700000209,0.4,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
53,6,1,2.10138719999941,"['c']",0,"right","['e']",0,0.201526199999535,0.4,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
54,6,1,1.6681166999997,"['n']",0,"left","['e']",0,0.257388999999421,0.4,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
55,6,1,1.31766349999998,"['n']",1,"right","['e']",0,0.357176800000161,0.4,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
56,6,1,1.41764789999979,"['n']",1,"right","['u']",1,0.224995399999898,0.4,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
57,6,1,1.19844560000001,"['n']",1,"right","['e']",0,1.38826710000012,0.4,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
58,6,1,1.2832199000004,"['n']",0,"left","['e']",0,0.227545699999609,0.1,1,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
59,6,1,1.55004960000042,"['n']",1,"right","['e']",0,0.174548700000742,0.1,0,0,"AccAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
0,7,1,0.499871099999837,"['n']",0,"left","['u']",1,1.39035479999984,0.2,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
1,7,1,1.13446629999999,"['n']",1,"right","['e']",0,0.747563599999921,0.4,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
2,7,1,1.23477290000028,"['n']",1,"right","['u']",1,2.4948703,0.4,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
3,7,1,0.784111799999664,"['c']",1,"left","['u']",1,0.622362500000236,0.4,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
4,7,1,0.867624000000433,"['n']",0,"left","['e']",0,0.533492800000204,0.4,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
5,7,1,1.90066000000024,"['n']",0,"left","['e']",0,0.406717999999273,0.1,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
6,7,1,1.46656129999974,"['c']",1,"left","['e']",0,0.383326999999554,0.2,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
7,7,1,0.900152000000162,"['n']",1,"right","['u']",1,0.430409399999917,0.4,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
8,7,1,1.09929720000036,"['c']",1,"left","['e']",0,1.05957130000024,0.1,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
9,7,1,1.15101180000056,"['n']",0,"left","['e']",0,0.317273800000294,0.1,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
10,7,1,1.08399569999983,"['n']",1,"right","['e']",0,0.359729300000254,0.2,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
11,7,1,0.56727520000004,"['n']",0,"left","['u']",1,0.549612499999967,0.2,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
12,7,1,0.900259400000323,"['c']",0,"right","['e']",0,0.285854900000231,0.2,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
13,7,1,1.00114830000075,"['n']",1,"right","['e']",0,0.236929600000622,0.4,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
14,7,1,0.934217500000159,"['c']",0,"right","['e']",0,0.288736299999982,0.1,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
15,7,1,0.950105099999746,"['n']",1,"right","['e']",0,0.273744200000692,0.1,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
16,7,1,1.00114570000005,"['n']",1,"right","['e']",0,0.321632800000771,0.1,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
17,7,1,0.834286700000121,"['n']",1,"right","['e']",0,1.09386660000018,0.2,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
18,7,1,0.817339700000048,"['c']",0,"right","['u']",1,2.07673710000017,0.2,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
19,7,1,1.28478249999989,"['c']",0,"right","['e']",0,0.841250200000104,0.2,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
20,7,1,0.884089700000004,"['c']",1,"left","['u']",1,0.215348800000356,0.4,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
21,7,1,1.13428419999946,"['c']",1,"left","['u']",1,0.707583299999897,0.4,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
22,7,1,1.16775150000012,"['n']",1,"right","['u']",1,1.65931899999941,0.2,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
23,7,1,1.68505199999981,"['c']",0,"right","['e']",0,0.552568500000234,0.1,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
24,7,1,1.08214810000027,"['n']",0,"left","['e']",0,0.378812900000412,0.4,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
25,7,1,0.666381600000022,"['n']",1,"right","['u']",1,0.402855799999998,0.2,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
26,7,1,1.11701579999954,"['c']",0,"right","['e']",0,0.24868940000033,0.1,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
27,7,1,1.23318620000009,"['n']",1,"right","['e']",0,0.400102100000367,0.4,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
28,7,1,1.25043170000026,"['n']",0,"left","['e']",0,0.720286400000077,0.4,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
29,7,1,1.11591570000019,"['n']",1,"right","['u']",1,1.13093140000001,0.1,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
30,7,1,1.50126940000064,"['c']",1,"left","['u']",1,1.26710000000003,0.1,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
31,7,1,1.21816219999982,"['n']",0,"left","['u']",1,1.79447569999957,0.2,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
32,7,1,1.1338052000001,"['n']",0,"left","['u']",1,2.11300369999935,0.2,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
33,7,1,1.01782739999999,"['c']",0,"right","['e']",0,1.20560079999996,0.4,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
34,7,1,0.568082599999798,"['n']",0,"left","['e']",0,0.593591100000594,0.1,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
35,7,1,0.734022399999958,"['c']",1,"left","['e']",0,1.48711700000058,0.1,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
36,7,1,0.867888599999787,"['n']",1,"right","['u']",1,2.03720950000024,0.2,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
37,7,1,1.16835160000028,"['n']",0,"left","['e']",0,0.598594699999921,0.2,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
38,7,1,0.681984499999999,"['n']",0,"left","['e']",0,0.678358299999672,0.1,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
39,7,1,0.850113399999827,"['c']",1,"left","['e']",0,1.05226700000003,0.4,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
40,7,1,1.60113579999961,"['n']",0,"left","['e']",0,1.57283530000041,0.1,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
41,7,1,1.00182239999958,"['c']",0,"right","['e']",0,1.35980740000014,0.2,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
42,7,1,0.716508200000135,"['n']",1,"right","['e']",0,0.433188199999677,0.1,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
43,7,1,0.516764899999544,"['n']",0,"left","['e']",0,0.444621600000573,0.2,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
44,7,1,0.616240800000014,"['n']",0,"left","['e']",0,0.405678900000567,0.4,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
45,7,1,0.602182999999968,"['n']",1,"right","['e']",0,0.430894699999953,0.4,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
46,7,1,0.817211900000075,"['n']",0,"left","['e']",0,0.608038999999735,0.1,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
47,7,1,0.817388499999652,"['n']",0,"left","['e']",0,1.17697730000054,0.2,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
48,7,1,1.25007180000011,"['c']",0,"right","['e']",0,0.315015700000004,0.2,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
49,7,1,0.917496499999288,"['c']",1,"left","['u']",1,0.251949700000296,0.4,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
50,7,1,0.834622400000626,"['n']",1,"right","['u']",1,1.15515380000033,0.4,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
51,7,1,0.950604200000271,"['n']",0,"left","['e']",0,1.39355869999963,0.4,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
52,7,1,1.10129990000041,"['n']",1,"right","['e']",0,0.338262100000065,0.1,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
53,7,1,0.751395500000399,"['c']",1,"left","['e']",0,1.15990710000005,0.1,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
54,7,1,1.15162210000017,"['c']",0,"right","['e']",0,0.718646799999988,0.2,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
55,7,1,0.784562199999527,"['n']",1,"right","['e']",0,2.11707019999994,0.4,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
56,7,1,0.699325999999928,"['n']",0,"left","['e']",0,0.328456700000061,0.4,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
57,7,1,1.73479769999994,"['n']",0,"left","['e']",0,0.727454599999874,0.1,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
58,7,1,0.816616199999771,"['n']",1,"right","['u']",1,0.349398100000144,0.1,1,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
59,7,1,1.08452299999954,"['n']",1,"right","['e']",0,0.294545400000061,0.2,0,0,"FastAcc",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
0,8,1,0.451141900000039,"['n']",0,"left","['e']",0,0.628273199999967,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
1,8,1,0.416613899999902,"['n']",1,"right","['u']",1,0.717594499999905,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
2,8,1,0.766902600000321,"['c']",0,"right","['e']",0,0.91593660000035,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
3,8,1,0.534114499999305,"['n']",1,"right","['u']",1,0.348909899999853,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
4,8,1,1.08449490000021,"['n']",1,"right","['e']",0,0.598130299999866,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
5,8,1,0.634887100000014,"['n']",1,"right","['e']",0,0.982228899999427,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
6,8,1,0.78414470000007,"['n']",0,"left","['e']",0,0.178848599999583,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
7,8,1,0.785046799999691,"['c']",0,"right","['e']",0,0.190520799999831,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
8,8,1,0.86761899999965,"['c']",0,"right","['e']",0,0.230824799999937,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
9,8,1,0.70083220000015,"['c']",1,"left","['u']",1,0.356087999999545,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
10,8,1,0.901270100000147,"['c']",1,"left","['e']",0,0.212444299999333,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
11,8,1,0.767061399999875,"['c']",1,"left","['e']",0,0.20736080000006,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
12,8,1,0.834341200000381,"['n']",1,"right","['u']",1,0.280387700000574,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
13,8,1,0.681637800000317,"['n']",1,"right","['u']",1,0.261617000000115,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
14,8,1,0.85097769999993,"['n']",1,"right","['e']",0,0.188025899999957,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
15,8,1,0.7334393000001,"['n']",1,"right","['e']",0,0.296307499999784,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
16,8,1,0.884418100000403,"['n']",0,"left","['u']",1,0.684027000000242,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
17,8,1,0.916095600000517,"['c']",1,"left","['u']",1,0.606830900000205,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
18,8,1,1.11785189999955,"['c']",1,"left","['e']",0,0.235579899999721,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
19,8,1,0.900612299999921,"['n']",1,"right","['u']",1,0.192862900000364,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
20,8,1,0.716607100000147,"['n']",1,"right","['u']",1,0.176556700000219,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
21,8,1,0.6842587000001,"['n']",1,"right","['u']",1,0.143458999999893,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
22,8,1,1.63328780000029,"['n']",0,"left","['u']",1,0.315995599999951,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
23,8,1,0.751317700000072,"['n']",1,"right","['u']",1,0.179989999999634,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
24,8,1,1.26679270000022,"['c']",0,"right","['e']",0,0.171271100000013,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
25,8,1,0.851294600000074,"['n']",1,"right","['e']",0,0.213323500000115,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
26,8,1,0.817908300000454,"['n']",0,"left","['e']",0,0.175585500000125,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
27,8,1,0.96787200000017,"['c']",1,"left","['e']",0,0.275327000000289,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
28,8,1,0.816576799999893,"['n']",0,"left","['e']",0,0.17114599999968,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
29,8,1,0.649709000000257,"['n']",0,"left","['e']",0,0.221072899999854,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
30,8,1,1.19968589999917,"['n']",1,"right","['e']",0,0.534654999999475,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
31,8,1,0.916671399999359,"['n']",0,"left","['e']",0,0.142641299999923,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
32,8,1,0.9514623999994,"['n']",1,"right","['e']",0,0.165232400000605,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
33,8,1,1.09937910000008,"['n']",1,"right","['e']",0,0.181683300000259,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
34,8,1,1.00044370000069,"['c']",1,"left","['e']",0,0.728094399999463,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
35,8,1,0.983979600000566,"['n']",1,"right","['e']",0,0.550229100000251,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
36,8,1,0.617685600000186,"['n']",0,"left","['e']",0,0.233622200000354,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
37,8,1,0.817298100000698,"['n']",0,"left","['e']",0,0.226296700000603,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
38,8,1,1.01817269999992,"['c']",0,"right","['e']",0,0.227235899999869,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
39,8,1,1.08431269999983,"['c']",1,"left","['u']",1,0.257592500000101,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
40,8,1,1.45038019999993,"['n']",0,"left","['u']",1,0.848078099999839,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
41,8,1,0.833872100000008,"['n']",0,"left","['e']",0,0.159262299999682,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
42,8,1,0.88439820000076,"['c']",1,"left","['u']",1,0.28046600000016,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
43,8,1,0.884589500000402,"['c']",1,"left","['e']",0,0.332435199999964,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
44,8,1,1.23306799999955,"['n']",1,"right","['e']",0,0.623866099999759,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
45,8,1,1.00157860000036,"['n']",1,"right","['e']",0,0.161651300000813,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
46,8,1,0.901020999999673,"['n']",0,"left","['e']",0,0.21822179999981,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
47,8,1,0.500577300000259,"['n']",1,"right","['e']",0,0.207288900000094,0.4,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
48,8,1,0.884919000000082,"['n']",0,"left","['e']",0,0.6460945000008,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
49,8,1,0.915937799999483,"['c']",0,"right","['e']",0,0.410537100000511,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
50,8,1,1.04955229999996,"['c']",0,"right","['e']",0,0.803025599999273,0.2,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
51,8,1,0.866332200000215,"['c']",1,"left","['u']",1,0.178120799999306,0.4,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
52,8,1,0.901023400000668,"['c']",0,"right","['u']",1,0.169628000000557,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
53,8,1,1.36573570000019,"['c']",0,"right","['u']",1,0.351282599999649,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
54,8,1,1.6510444000005,"['n']",0,"left","['e']",0,0.289456399999835,0.1,1,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
55,8,1,0.966524600000412,"['c']",0,"right","['u']",1,0.162086199999976,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
56,8,1,1.18380359999992,"['c']",1,"left","['e']",0,0.238403699999253,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
57,8,1,1.00107030000072,"['c']",1,"left","['e']",0,0.399507999999514,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
58,8,1,1.00113909999982,"['c']",1,"left","['e']",0,0.217905199999223,0.1,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
59,8,1,1.15138410000054,"['c']",1,"left","['e']",0,0.197757799999636,0.2,0,0,"FastFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
0,9,1,1.46645059999992,"['n']",0,"left","['e']",0,0.511361699999725,0.2,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
1,9,1,1.10118069999953,"['n']",1,"right","['e']",0,0.305769399999917,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
2,9,1,1.8845110000002,"['n']",1,"right","['e']",0,0.269034999999349,0.1,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
3,9,1,0.950491099999454,"['n']",1,"right","['u']",1,1.11863080000057,0.4,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
4,9,1,1.36770109999998,"['c']",1,"left","['e']",0,0.222195100000135,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
5,9,1,1.45101030000023,"['c']",0,"right","['e']",0,0.253720099999555,0.1,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
6,9,1,1.16788400000041,"['n']",1,"right","['e']",0,0.183547999999973,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
7,9,1,1.30042630000025,"['n']",0,"left","['e']",0,0.686670000000049,0.2,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
8,9,1,2.01675200000045,"['c']",0,"right","['e']",0,0.373827999999776,0.1,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
9,9,1,1.24985209999977,"['n']",0,"left","['e']",0,0.184583300000668,0.2,1,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
10,9,1,1.06789860000026,"['n']",1,"right","['e']",0,0.183548300000439,0.4,0,0,"AccFast",1,17,"Woman","Right",NA,5,TRUE,TRUE,TRUE,TRUE
